road_id,source,target,length_m,road_class,flood_susceptibility_score,risk_class,elevation_score,imperviousness_score,infiltration_score,flow_accumulation_score,twi_score,slope_score
R-1460,7404711443,245668141,156.42,residential,0.4502,MODERATE,0.6258,0.5943,0.5943,0.0269,0.2211,0.785
R-1461,7404711447,245668015,9.51,secondary,0.6627,HIGH,0.847,0.7886,0.7886,0.2546,0.5324,0.865
R-1462,7404711447,245668039,18.91,secondary,0.6946,HIGH,0.8467,0.7886,0.7886,0.325,0.6251,0.905
R-1463,7404711453,7404711454,16.27,residential,0.4363,MODERATE,0.6542,0.6171,0.6171,0.0253,0.1429,0.63
R-1464,7404711454,7404711453,16.27,residential,0.4363,MODERATE,0.6542,0.6171,0.6171,0.0253,0.1429,0.63
R-1465,7404711454,7404711455,27.01,residential,0.4625,MODERATE,0.6594,0.6229,0.6229,0.0788,0.2021,0.665
R-1466,7404711454,7787253967,7.42,residential,0.4252,MODERATE,0.6303,0.5971,0.5971,0.0245,0.142,0.64
R-1467,7404711455,1375215119,95.82,tertiary,0.5203,HIGH,0.7279,0.6829,0.6829,0.0828,0.2778,0.775
R-1468,7404711455,6554236425,78.82,tertiary,0.4278,MODERATE,0.603,0.5714,0.5714,0.0338,0.2005,0.7033
R-1469,7404711455,7404711454,27.01,residential,0.4625,MODERATE,0.6594,0.6229,0.6229,0.0788,0.2021,0.665
R-1470,7404711465,6554236425,126.02,residential,0.4904,MODERATE,0.7115,0.6686,0.6686,0.1317,0.2009,0.5758
R-1471,7404711477,11368130746,113.44,residential,0.5661,HIGH,0.7097,0.6657,0.6657,0.0404,0.6191,0.9025
R-1472,7404711477,13617327485,52.26,residential,0.534,HIGH,0.7112,0.6686,0.6686,0.055,0.384,0.8917
R-1473,7404711477,6598052694,23.25,residential,0.5202,HIGH,0.7088,0.6657,0.6657,0.0148,0.3601,0.8842
R-1474,7404757836,7404757837,53.95,residential,,UNKNOWN,,,,,,
R-1475,7404757837,623895532,82.42,tertiary,,UNKNOWN,,,,,,
R-1476,7404757837,623895533,2.4,tertiary,,UNKNOWN,,,,,,
R-1477,7404757837,7404757836,53.95,residential,,UNKNOWN,,,,,,
R-1478,7749797394,13615156518,144.88,tertiary,0.4543,MODERATE,0.583,0.5543,0.5543,0.0923,0.2953,0.8092
R-1479,7749797394,6554302593,17.4,tertiary,0.4984,MODERATE,0.6042,0.5743,0.5743,0.1906,0.3925,0.7958
R-1480,7787253967,7404711454,7.42,residential,0.4252,MODERATE,0.6303,0.5971,0.5971,0.0245,0.142,0.64
R-1481,8443491310,245666651,77.22,residential,0.5504,HIGH,0.8158,0.76,0.76,0.0062,0.2455,0.8317
R-1482,8443532426,5896564331,497.89,tertiary,0.5868,HIGH,0.8267,0.7714,0.7714,0.119,0.2997,0.8275
R-1483,8570027362,13617092839,42.87,residential,0.5767,HIGH,0.8085,0.7543,0.7543,0.0685,0.3325,0.8742
R-1484,9171835705,13619396529,19.0,residential,,UNKNOWN,,,,,,
R-1485,9171835705,13619396536,17.29,residential,,UNKNOWN,,,,,,
R-1486,9171835705,13619678859,53.15,residential,,UNKNOWN,,,,,,
R-1487,9171835708,13619491182,24.98,residential,,UNKNOWN,,,,,,
R-1488,9171835708,13619491183,84.09,residential,,UNKNOWN,,,,,,
R-1489,9171835708,13619491193,36.45,residential,,UNKNOWN,,,,,,
R-1490,9171835708,13619491193,99.37,residential,,UNKNOWN,,,,,,
R-1491,9198946025,622060792,212.64,residential,0.5633,HIGH,0.7703,0.72,0.72,0.208,0.2606,0.765
R-1492,9445072347,13619243522,55.21,residential,,UNKNOWN,,,,,,
R-1493,9445072347,13619463498,9.05,residential,,UNKNOWN,,,,,,
R-1494,9445072347,245668373,17.59,residential,,UNKNOWN,,,,,,
R-1495,9445072347,6489058155,42.55,residential,,UNKNOWN,,,,,,
R-1496,9469495781,2897024627,388.68,secondary,0.581,HIGH,0.7215,0.6771,0.6771,0.2713,0.3898,0.87
R-1497,9469495781,9469495782,7.89,secondary,0.5123,HIGH,0.6748,0.6371,0.6371,0.0229,0.3744,0.9358
R-1498,9469495782,2897024696,8.32,secondary,0.514,HIGH,0.6776,0.64,0.64,0.03,0.3712,0.9283
R-1499,9469495782,2897024711,35.43,secondary,0.4992,MODERATE,0.6764,0.6371,0.6371,0.0261,0.313,0.8875
R-1500,9469523484,13615172965,5.42,residential,0.7875,VERY_HIGH,0.8733,0.8114,0.8114,0.652,0.7234,0.8992
R-1501,9469523484,13616325515,32.86,tertiary,0.7973,VERY_HIGH,0.8718,0.8114,0.8114,0.6808,0.7523,0.8992
R-1502,9684698224,10924156281,68.54,residential,,UNKNOWN,,,,,,
R-1503,9684698224,14130497014,20.89,residential,,UNKNOWN,,,,,,
R-1504,9684698224,14130497022,12.76,residential,,UNKNOWN,,,,,,
R-1505,9684698224,245668449,16.58,residential,,UNKNOWN,,,,,,
R-1506,9691859215,3743617937,32.75,trunk,0.6076,HIGH,0.8252,0.7686,0.7686,0.2153,0.3669,0.755
R-1507,9691859215,5470238123,23.99,trunk_link,0.6775,HIGH,0.8439,0.7857,0.7857,0.3204,0.5546,0.8642
R-1508,9771116360,13619368460,35.05,residential,0.5491,HIGH,0.7655,0.7171,0.7171,0.2371,0.1813,0.7042
R-1509,9771116360,13619368466,58.73,residential,0.5108,HIGH,0.7609,0.7114,0.7114,0.0345,0.1955,0.7342
R-1510,9771116360,2897024660,47.48,residential,0.4818,MODERATE,0.7024,0.66,0.66,0.0009,0.2039,0.7958
R-1511,9914206292,13619604480,28.2,residential,0.6042,HIGH,0.8339,0.7771,0.7771,0.1673,0.5464,0.5
R-1512,9914206292,13622528191,79.32,residential,0.5598,HIGH,0.8133,0.76,0.76,0.1104,0.3936,0.5
R-1513,9914206292,4342420517,78.72,residential,0.5191,HIGH,0.7609,0.7114,0.7114,0.0367,0.2416,0.7433
