rank,road_id,source,target,length_m,road_class,hotspot_score,hotspot_class,peak_flood_depth_m,mean_flood_depth_m,peak_combined_risk,mean_combined_risk,risk_duration,high_risk_duration,very_high_risk_duration,fraction_of_time_high_risk,first_high_risk_timestamp,first_critical_timestamp,peak_risk_timestamp,peak_flood_depth_timestamp,number_of_timestamps
1044,R-1141,2897024636,476488948,11.98,unclassified,0.3015,MODERATE,0.181,0.089,0.4221,0.3137,5,0,0,0.0,,,T+90min,T+90min,6
1045,R-1175,2897024713,13616287395,8.37,residential,0.3013,MODERATE,0.187,0.092,0.4155,0.3033,4,0,0,0.0,,,T+90min,T+90min,6
1046,R-285,13616287395,2897024713,8.37,residential,0.3013,MODERATE,0.187,0.092,0.4155,0.3033,4,0,0,0.0,,,T+90min,T+90min,6
1047,R-1199,2897024865,2897024870,19.33,secondary,0.3012,MODERATE,0.194,0.092,0.4084,0.292,3,0,0,0.0,,,T+90min,T+90min,6
1048,R-1135,2897024625,245666141,10.97,secondary,0.3009,MODERATE,0.19,0.089,0.4118,0.298,4,0,0,0.0,,,T+90min,T+90min,6
1049,R-497,13619318853,245666158,9.0,tertiary,0.3009,MODERATE,0.19,0.092,0.4117,0.2979,4,0,0,0.0,,,T+90min,T+90min,6
1050,R-958,245666158,13619318853,9.0,tertiary,0.3009,MODERATE,0.19,0.092,0.4117,0.2979,4,0,0,0.0,,,T+90min,T+90min,6
1051,R-1032,245667361,245667468,151.02,residential,0.3008,MODERATE,0.226,0.033,0.3756,0.2398,3,0,0,0.0,,,T+90min,T+90min,6
1052,R-1038,245667468,245667361,151.02,residential,0.3008,MODERATE,0.226,0.033,0.3756,0.2398,3,0,0,0.0,,,T+90min,T+90min,6
1053,R-491,13619318851,13619318853,26.52,residential,0.2991,MODERATE,0.189,0.092,0.4093,0.2961,4,0,0,0.0,,,T+90min,T+90min,6
1054,R-495,13619318853,13619318851,26.52,residential,0.2991,MODERATE,0.189,0.092,0.4093,0.2961,4,0,0,0.0,,,T+90min,T+90min,6
1055,R-1042,245667676,245667730,74.15,residential,0.2986,MODERATE,0.196,0.086,0.4011,0.2835,3,0,0,0.0,,,T+90min,T+90min,6
1056,R-1049,245667730,245667676,74.15,residential,0.2986,MODERATE,0.196,0.086,0.4011,0.2835,3,0,0,0.0,,,T+90min,T+90min,6
1057,R-1198,2897024865,2897024862,13.22,trunk,0.2974,MODERATE,0.194,0.091,0.4009,0.2845,3,0,0,0.0,,,T+90min,T+90min,6
1058,R-1361,6490872923,1934627523,21.5,residential,0.2972,MODERATE,0.196,0.083,0.3983,0.2809,3,0,0,0.0,,,T+90min,T+90min,6
1059,R-901,1934627523,6490872923,21.5,residential,0.2972,MODERATE,0.196,0.083,0.3983,0.2809,3,0,0,0.0,,,T+90min,T+90min,6
1060,R-1197,2897024862,7366246698,11.91,trunk,0.2968,MODERATE,0.195,0.092,0.3987,0.2821,3,0,0,0.0,,,T+90min,T+90min,6
1061,R-393,13617550929,13617550923,27.06,tertiary,0.2957,MODERATE,0.181,0.089,0.4104,0.302,4,0,0,0.0,,,T+90min,T+90min,6
1062,R-1216,3743617940,11054614468,13.33,residential,0.2953,MODERATE,0.182,0.091,0.4085,0.2993,4,0,0,0.0,,,T+90min,T+90min,6
1063,R-139,11054614468,3743617940,13.33,residential,0.2953,MODERATE,0.182,0.091,0.4085,0.2993,4,0,0,0.0,,,T+90min,T+90min,6
1064,R-290,13617034594,631507968,130.89,secondary,0.2953,MODERATE,0.175,0.071,0.4156,0.3106,5,0,0,0.0,,,T+90min,T+90min,6
1065,R-1013,245666830,245666386,107.91,tertiary,0.2953,MODERATE,0.174,0.081,0.4166,0.3122,5,0,0,0.0,,,T+90min,T+90min,6
1066,R-991,245666386,245666830,107.91,tertiary,0.2953,MODERATE,0.174,0.081,0.4166,0.3122,5,0,0,0.0,,,T+90min,T+90min,6
1067,R-1127,2897024609,2897024601,56.78,primary_link,0.2952,MODERATE,0.174,0.082,0.4163,0.3119,5,0,0,0.0,,,T+90min,T+90min,6
1068,R-153,12079741513,6552594957,398.69,primary,0.2946,MODERATE,0.182,0.058,0.4072,0.2978,4,0,0,0.0,,,T+90min,T+90min,6
1069,R-670,13621901232,13621901233,7.31,tertiary_link,0.2944,MODERATE,0.182,0.091,0.4067,0.2975,4,0,0,0.0,,,T+90min,T+90min,6
1070,R-671,13621901233,13621901232,7.31,tertiary_link,0.2944,MODERATE,0.182,0.091,0.4067,0.2975,4,0,0,0.0,,,T+90min,T+90min,6
1071,R-973,245666260,245666323,46.8,residential,0.2941,MODERATE,0.182,0.088,0.4062,0.297,4,0,0,0.0,,,T+90min,T+90min,6
1072,R-977,245666323,245666260,46.8,residential,0.2941,MODERATE,0.182,0.088,0.4062,0.297,4,0,0,0.0,,,T+90min,T+90min,6
1073,R-1465,7404711454,7404711455,27.01,residential,0.2938,MODERATE,0.183,0.089,0.4046,0.2948,4,0,0,0.0,,,T+90min,T+90min,6
1074,R-1469,7404711455,7404711454,27.01,residential,0.2938,MODERATE,0.183,0.089,0.4046,0.2948,4,0,0,0.0,,,T+90min,T+90min,6
1075,R-396,13618123059,13618123066,49.46,residential,0.2934,MODERATE,0.182,0.087,0.4049,0.2955,4,0,0,0.0,,,T+90min,T+90min,6
1076,R-398,13618123066,13618123059,49.46,residential,0.2934,MODERATE,0.182,0.087,0.4049,0.2955,4,0,0,0.0,,,T+90min,T+90min,6
1077,R-1173,2897024711,2897024737,125.16,secondary,0.2933,MODERATE,0.187,0.079,0.3996,0.2872,3,0,0,0.0,,,T+90min,T+90min,6
1078,R-1114,2897024519,476465252,53.37,primary,0.2929,MODERATE,0.177,0.086,0.4088,0.3026,5,0,0,0.0,,,T+90min,T+90min,6
1079,R-1075,245668038,7404711443,19.69,residential,0.2925,MODERATE,0.182,0.083,0.4029,0.2935,4,0,0,0.0,,,T+90min,T+90min,6
1080,R-1459,7404711443,245668038,19.69,residential,0.2925,MODERATE,0.182,0.083,0.4029,0.2935,4,0,0,0.0,,,T+90min,T+90min,6
1081,R-120,11045926287,7404711443,269.44,residential,0.2922,MODERATE,0.182,0.083,0.4024,0.293,4,0,0,0.0,,,T+90min,T+90min,6
1082,R-1458,7404711443,11045926287,269.44,residential,0.2922,MODERATE,0.182,0.083,0.4024,0.293,4,0,0,0.0,,,T+90min,T+90min,6
1083,R-072,10696472350,245666260,30.74,residential,0.2916,MODERATE,0.178,0.086,0.4051,0.2983,4,0,0,0.0,,,T+90min,T+90min,6
1084,R-971,245666260,10696472350,30.74,residential,0.2916,MODERATE,0.178,0.086,0.4051,0.2983,4,0,0,0.0,,,T+90min,T+90min,6
1085,R-059,10696472308,13638535652,64.73,residential,0.2915,MODERATE,0.198,0.062,0.385,0.2658,3,0,0,0.0,,,T+90min,T+90min,6
1086,R-775,13638535652,10696472308,64.73,residential,0.2915,MODERATE,0.198,0.062,0.385,0.2658,3,0,0,0.0,,,T+90min,T+90min,6
1087,R-1302,623895377,6554206834,100.49,residential,0.2908,MODERATE,0.193,0.065,0.3886,0.2728,3,0,0,0.0,,,T+90min,T+90min,6
1088,R-1386,6554206834,623895377,100.49,residential,0.2908,MODERATE,0.193,0.065,0.3886,0.2728,3,0,0,0.0,,,T+90min,T+90min,6
1089,R-1080,245668141,7404711443,156.42,residential,0.2903,MODERATE,0.182,0.079,0.3985,0.2891,3,0,0,0.0,,,T+90min,T+90min,6
1090,R-496,13619318853,13619318854,10.45,tertiary,0.2903,MODERATE,0.18,0.088,0.4006,0.2928,4,0,0,0.0,,,T+90min,T+90min,6
1091,R-498,13619318854,13619318853,10.45,tertiary,0.2903,MODERATE,0.18,0.088,0.4006,0.2928,4,0,0,0.0,,,T+90min,T+90min,6
1092,R-627,13619939784,2897024614,230.93,primary,0.2903,MODERATE,0.176,0.073,0.4046,0.2988,4,0,0,0.0,,,T+90min,T+90min,6
1093,R-1460,7404711443,245668141,156.42,residential,0.2902,MODERATE,0.182,0.079,0.3985,0.2891,3,0,0,0.0,,,T+90min,T+90min,6
1094,R-391,13617550928,13617550929,14.72,residential,0.2895,MODERATE,0.181,0.089,0.398,0.2894,3,0,0,0.0,,,T+90min,T+90min,6
1095,R-394,13617550929,13617550928,14.72,residential,0.2895,MODERATE,0.181,0.089,0.398,0.2894,3,0,0,0.0,,,T+90min,T+90min,6
1096,R-1180,2897024737,2897024651,386.36,primary,0.2892,MODERATE,0.181,0.074,0.3973,0.2885,3,0,0,0.0,,,T+90min,T+90min,6
1097,R-1310,631507968,2897024595,201.69,secondary,0.2888,MODERATE,0.181,0.057,0.3966,0.2878,3,0,0,0.0,,,T+90min,T+90min,6
1098,R-1153,2897024658,2897024742,383.65,primary,0.2871,MODERATE,0.177,0.073,0.3972,0.291,4,0,0,0.0,,,T+90min,T+90min,6
1099,R-1390,6554236425,7404711455,78.82,tertiary,0.2869,MODERATE,0.183,0.072,0.3907,0.2809,3,0,0,0.0,,,T+90min,T+90min,6
1100,R-1468,7404711455,6554236425,78.82,tertiary,0.2869,MODERATE,0.183,0.072,0.3907,0.2809,3,0,0,0.0,,,T+90min,T+90min,6
1101,R-1134,2897024623,2897024625,11.8,tertiary,0.285,MODERATE,0.178,0.086,0.3919,0.2851,3,0,0,0.0,,,T+90min,T+90min,6
1102,R-1410,6554271024,13619401780,82.48,residential,0.2845,MODERATE,0.21,0.047,0.359,0.233,3,0,0,0.0,,,T+90min,T+90min,6
1103,R-545,13619401780,6554271024,82.48,residential,0.2845,MODERATE,0.21,0.047,0.359,0.233,3,0,0,0.0,,,T+90min,T+90min,6
1104,R-1291,622060792,11054646813,14.23,residential,0.2837,MODERATE,0.181,0.086,0.3864,0.278,3,0,0,0.0,,,T+90min,T+90min,6
1105,R-142,11054646813,622060792,14.23,residential,0.2837,MODERATE,0.181,0.086,0.3864,0.278,3,0,0,0.0,,,T+90min,T+90min,6
1106,R-405,13618156307,13617550928,62.17,tertiary,0.2837,MODERATE,0.175,0.081,0.3924,0.2872,3,0,0,0.0,,,T+90min,T+90min,6
1107,R-1015,245666830,2897024695,7.98,tertiary,0.2833,MODERATE,0.167,0.082,0.3997,0.2997,5,0,0,0.0,,,T+90min,T+90min,6
1108,R-1168,2897024695,245666830,7.98,tertiary,0.2833,MODERATE,0.167,0.082,0.3997,0.2997,5,0,0,0.0,,,T+90min,T+90min,6
1109,R-1463,7404711453,7404711454,16.27,residential,0.2831,MODERATE,0.178,0.087,0.3881,0.2811,3,0,0,0.0,,,T+90min,T+90min,6
1110,R-1464,7404711454,7404711453,16.27,residential,0.2831,MODERATE,0.178,0.087,0.3881,0.2811,3,0,0,0.0,,,T+90min,T+90min,6
1111,R-392,13617550928,13618123059,16.53,residential,0.2829,MODERATE,0.175,0.086,0.3908,0.2856,3,0,0,0.0,,,T+90min,T+90min,6
1112,R-395,13618123059,13617550928,16.53,residential,0.2829,MODERATE,0.175,0.086,0.3908,0.2856,3,0,0,0.0,,,T+90min,T+90min,6
1113,R-1142,2897024642,245666371,10.98,tertiary,0.2799,MODERATE,0.17,0.085,0.3897,0.2877,3,0,0,0.0,,,T+90min,T+90min,6
1114,R-989,245666371,2897024642,10.98,tertiary,0.2799,MODERATE,0.17,0.085,0.3897,0.2877,3,0,0,0.0,,,T+90min,T+90min,6
1115,R-1016,245666831,245666830,175.07,tertiary,0.2795,MODERATE,0.167,0.068,0.392,0.292,4,0,0,0.0,,,T+90min,T+90min,6
1116,R-399,13618123066,13618123089,14.18,residential,0.2788,MODERATE,0.17,0.084,0.3876,0.2856,3,0,0,0.0,,,T+90min,T+90min,6
1117,R-402,13618123089,13618123066,14.18,residential,0.2788,MODERATE,0.17,0.084,0.3876,0.2856,3,0,0,0.0,,,T+90min,T+90min,6
1118,R-1354,6490591812,6490591813,113.49,residential,0.2773,MODERATE,0.217,0.031,0.3376,0.2074,2,0,0,0.0,,,T+90min,T+90min,6
1119,R-1356,6490591813,6490591812,113.49,residential,0.2773,MODERATE,0.217,0.031,0.3376,0.2074,2,0,0,0.0,,,T+90min,T+90min,6
1120,R-397,13618123059,13618123089,18.89,residential,0.2757,MODERATE,0.169,0.083,0.3824,0.2808,3,0,0,0.0,,,T+90min,T+90min,6
1121,R-401,13618123089,13618123059,18.89,residential,0.2757,MODERATE,0.169,0.083,0.3824,0.2808,3,0,0,0.0,,,T+90min,T+90min,6
1122,R-1209,296857831,2897024519,49.6,primary,0.2756,MODERATE,0.164,0.075,0.3872,0.2888,4,0,0,0.0,,,T+90min,T+90min,6
1123,R-400,13618123066,13618123089,137.56,residential,0.2753,MODERATE,0.17,0.075,0.3806,0.2786,3,0,0,0.0,,,T+90min,T+90min,6
1124,R-403,13618123089,13618123066,137.56,residential,0.2753,MODERATE,0.17,0.075,0.3806,0.2786,3,0,0,0.0,,,T+90min,T+90min,6
1125,R-1419,6585998686,13614337247,76.41,residential,0.2747,MODERATE,0.156,0.066,0.3934,0.2996,5,0,0,0.0,,,T+90min,T+90min,6
1126,R-244,13614337247,6585998686,76.41,residential,0.2747,MODERATE,0.156,0.066,0.3934,0.2996,5,0,0,0.0,,,T+90min,T+90min,6
1127,R-1466,7404711454,7787253967,7.42,residential,0.2742,MODERATE,0.172,0.08,0.3765,0.2731,3,0,0,0.0,,,T+90min,T+90min,6
1128,R-1480,7787253967,7404711454,7.42,residential,0.2742,MODERATE,0.172,0.08,0.3765,0.2731,3,0,0,0.0,,,T+90min,T+90min,6
1129,R-1108,2897022098,2897024519,92.09,primary_link,0.2741,MODERATE,0.164,0.069,0.3843,0.2859,3,0,0,0.0,,,T+90min,T+90min,6
1130,R-1169,2897024695,7749797394,54.4,tertiary,0.2737,MODERATE,0.161,0.079,0.3864,0.29,4,0,0,0.0,,,T+90min,T+90min,6
1131,R-1129,2897024611,245666448,77.45,secondary,0.2725,MODERATE,0.169,0.062,0.376,0.2744,3,0,0,0.0,,,T+90min,T+90min,6
1132,R-140,11054646813,11054646825,16.11,residential,0.2706,MODERATE,0.171,0.082,0.3703,0.2677,3,0,0,0.0,,,T+90min,T+90min,6
1133,R-143,11054646825,11054646813,16.11,residential,0.2706,MODERATE,0.171,0.082,0.3703,0.2677,3,0,0,0.0,,,T+90min,T+90min,6
1134,R-1202,2897024870,13618347449,18.77,secondary,0.2702,MODERATE,0.176,0.073,0.3645,0.2593,3,0,0,0.0,,,T+90min,T+90min,6
1135,R-1126,2897024601,2897024540,170.92,primary,0.2695,MODERATE,0.161,0.068,0.3779,0.2815,3,0,0,0.0,,,T+90min,T+90min,6
1136,R-144,11054646825,11054646825,107.16,residential,0.2694,MODERATE,0.172,0.071,0.3668,0.2638,3,0,0,0.0,,,T+90min,T+90min,6
1137,R-145,11054646825,11054646825,107.16,residential,0.2694,MODERATE,0.172,0.071,0.3668,0.2638,3,0,0,0.0,,,T+90min,T+90min,6
1138,R-060,10696472308,245666260,71.83,residential,0.268,MODERATE,0.165,0.075,0.371,0.272,3,0,0,0.0,,,T+90min,T+90min,6
1139,R-970,245666260,10696472308,71.83,residential,0.268,MODERATE,0.165,0.075,0.371,0.272,3,0,0,0.0,,,T+90min,T+90min,6
1140,R-1414,6554384670,245666386,83.86,tertiary,0.2679,MODERATE,0.168,0.066,0.3678,0.2668,3,0,0,0.0,,,T+90min,T+90min,6
1141,R-993,245666386,6554384670,83.86,tertiary,0.2679,MODERATE,0.168,0.066,0.3678,0.2668,3,0,0,0.0,,,T+90min,T+90min,6
1142,R-1479,7749797394,6554302593,17.4,tertiary,0.2669,MODERATE,0.152,0.072,0.3818,0.2904,4,0,0,0.0,,,T+90min,T+90min,6
1143,R-046,10653501374,473698890,69.48,residential,0.2638,MODERATE,0.175,0.053,0.3527,0.2477,3,0,0,0.0,,,T+90min,T+90min,6
1144,R-1240,473698890,10653501374,69.48,residential,0.2638,MODERATE,0.175,0.053,0.3527,0.2477,3,0,0,0.0,,,T+90min,T+90min,6
1145,R-044,10653501374,10653501375,64.59,residential,0.2637,MODERATE,0.175,0.057,0.3524,0.2474,3,0,0,0.0,,,T+90min,T+90min,6
1146,R-047,10653501375,10653501374,64.59,residential,0.2637,MODERATE,0.175,0.057,0.3524,0.2474,3,0,0,0.0,,,T+90min,T+90min,6
1147,R-1182,2897024742,631525438,9.99,primary,0.2604,MODERATE,0.159,0.079,0.3618,0.2662,3,0,0,0.0,,,T+90min,T+90min,6
1148,R-1125,2897024597,2897024609,68.22,secondary,0.2601,MODERATE,0.161,0.059,0.3592,0.2626,3,0,0,0.0,,,T+90min,T+90min,6
1149,R-1028,245666966,10279771631,47.09,secondary,0.26,MODERATE,0.162,0.071,0.358,0.2608,3,0,0,0.0,,,T+90min,T+90min,6
1150,R-1382,6552594955,2897024677,79.69,tertiary,0.2584,MODERATE,0.146,0.069,0.3708,0.283,3,0,0,0.0,,,T+90min,T+90min,6
1151,R-1162,2897024682,2897024658,114.45,tertiary,0.2583,MODERATE,0.146,0.067,0.3706,0.2828,3,0,0,0.0,,,T+90min,T+90min,6
1152,R-1478,7749797394,13615156518,144.88,tertiary,0.2581,MODERATE,0.152,0.067,0.3641,0.2727,3,0,0,0.0,,,T+90min,T+90min,6
1153,R-1181,2897024737,2897024742,18.7,secondary,0.2573,MODERATE,0.159,0.072,0.3556,0.26,3,0,0,0.0,,,T+90min,T+90min,6
1154,R-1204,296853793,13619939784,6.85,primary,0.2571,MODERATE,0.151,0.075,0.3632,0.2726,3,0,0,0.0,,,T+90min,T+90min,6
1155,R-1210,296857831,296853793,17.93,secondary,0.2571,MODERATE,0.151,0.073,0.3632,0.2726,3,0,0,0.0,,,T+90min,T+90min,6
1156,R-1250,476489029,2897024517,27.97,tertiary,0.2565,MODERATE,0.149,0.073,0.364,0.2748,3,0,0,0.0,,,T+90min,T+90min,6
1157,R-1334,6428792684,6428792684,233.2,residential,0.2563,MODERATE,0.167,0.045,0.3456,0.2452,3,0,0,0.0,,,T+90min,T+90min,6
1158,R-1335,6428792684,6428792684,233.2,residential,0.2563,MODERATE,0.167,0.045,0.3456,0.2452,3,0,0,0.0,,,T+90min,T+90min,6
1159,R-1113,2897024517,476489029,11.98,unclassified,0.2558,MODERATE,0.149,0.073,0.3626,0.2734,3,0,0,0.0,,,T+90min,T+90min,6
1160,R-626,13619939784,2897024523,18.49,secondary,0.2549,MODERATE,0.151,0.071,0.3588,0.2682,3,0,0,0.0,,,T+90min,T+90min,6
1161,R-1047,245667730,2244637007,204.59,residential,0.2527,MODERATE,0.171,0.044,0.3344,0.2318,3,0,0,0.0,,,T+90min,T+90min,6
1162,R-907,2244637007,245667730,204.59,residential,0.2527,MODERATE,0.171,0.044,0.3344,0.2318,3,0,0,0.0,,,T+90min,T+90min,6
1163,R-1323,631525438,245666966,18.3,secondary,0.2524,MODERATE,0.155,0.073,0.3499,0.2567,3,0,0,0.0,,,T+90min,T+90min,6
1164,R-1109,2897022098,296857831,61.85,secondary,0.2444,LOW,0.14,0.065,0.3488,0.265,3,0,0,0.0,,,T+90min,T+90min,6
1165,R-1413,6554302593,2897024683,102.16,tertiary,0.2436,LOW,0.138,0.061,0.3492,0.2664,3,0,0,0.0,,,T+90min,T+90min,6
1166,R-1116,2897024523,296857831,7.92,primary,0.2429,LOW,0.14,0.069,0.3458,0.262,3,0,0,0.0,,,T+90min,T+90min,6
1167,R-1246,476480287,13615156523,90.26,secondary,0.241,LOW,0.144,0.058,0.3379,0.2515,3,0,0,0.0,,,T+90min,T+90min,6
1168,R-1147,2897024648,2897024628,340.79,primary,0.241,LOW,0.142,0.051,0.34,0.2548,3,0,0,0.0,,,T+90min,T+90min,6
1169,R-271,13615156519,6554302593,140.77,tertiary,0.2409,LOW,0.14,0.06,0.3417,0.2573,3,0,0,0.0,,,T+90min,T+90min,6
1170,R-1239,473698889,473698890,49.94,residential,0.2386,LOW,0.152,0.052,0.3251,0.2339,3,0,0,0.0,,,T+90min,T+90min,6
1171,R-1242,473698890,473698889,49.94,residential,0.2386,LOW,0.152,0.052,0.3251,0.2339,3,0,0,0.0,,,T+90min,T+90min,6
1172,R-054,10696472307,10696472308,48.33,residential,0.2384,LOW,0.15,0.058,0.3269,0.2373,3,0,0,0.0,,,T+90min,T+90min,6
1173,R-058,10696472308,10696472307,48.33,residential,0.2384,LOW,0.15,0.058,0.3269,0.2373,3,0,0,0.0,,,T+90min,T+90min,6
1174,R-1115,2897024523,2897024506,45.51,secondary,0.2353,LOW,0.135,0.061,0.3356,0.2544,3,0,0,0.0,,,T+90min,T+90min,6
1175,R-1118,2897024540,2897024523,36.76,primary,0.234,LOW,0.135,0.066,0.3331,0.2519,3,0,0,0.0,,,T+90min,T+90min,6
1176,R-1151,2897024656,6552594955,26.66,tertiary,0.234,LOW,0.133,0.063,0.335,0.255,3,0,0,0.0,,,T+90min,T+90min,6
1177,R-404,13618156305,13618156307,29.01,residential,0.2333,LOW,0.14,0.067,0.3265,0.2425,3,0,0,0.0,,,T+90min,T+90min,6
1178,R-406,13618156307,13618156305,29.01,residential,0.2332,LOW,0.14,0.067,0.3265,0.2425,3,0,0,0.0,,,T+90min,T+90min,6
1179,R-1371,6490968306,6490968308,49.96,residential,0.2329,LOW,0.146,0.066,0.3198,0.2322,3,0,0,0.0,,,T+90min,T+90min,6
1180,R-1374,6490968308,6490968306,49.96,residential,0.2329,LOW,0.146,0.066,0.3198,0.2322,3,0,0,0.0,,,T+90min,T+90min,6
1181,R-1384,6552594957,6552594955,32.94,primary_link,0.2327,LOW,0.133,0.061,0.3324,0.2524,3,0,0,0.0,,,T+90min,T+90min,6
1182,R-033,10292442915,13383144370,76.65,secondary,0.2311,LOW,0.129,0.06,0.3332,0.2556,3,0,0,0.0,,,T+90min,T+90min,6
1183,R-975,245666274,12409410388,80.29,secondary,0.2305,LOW,0.129,0.059,0.332,0.2544,3,0,0,0.0,,,T+90min,T+90min,6
1184,R-1165,2897024683,2897024682,8.08,tertiary,0.2273,LOW,0.124,0.061,0.3307,0.2561,3,0,0,0.0,,,T+90min,T+90min,6
1185,R-1117,2897024540,2897024506,59.55,primary_link,0.2266,LOW,0.129,0.06,0.3241,0.2465,3,0,0,0.0,,,T+90min,T+90min,6
1186,R-1163,2897024682,2897024677,8.07,unclassified,0.2253,LOW,0.124,0.061,0.3267,0.2521,3,0,0,0.0,,,T+90min,T+90min,6
1187,R-1029,245666966,2897024737,8.19,primary,0.2237,LOW,0.132,0.066,0.3154,0.236,3,0,0,0.0,,,T+90min,T+90min,6
1188,R-242,13614337247,13614337249,39.04,residential,0.2226,LOW,0.125,0.06,0.3202,0.2452,3,0,0,0.0,,,T+90min,T+90min,6
1189,R-246,13614337249,13614337247,39.04,residential,0.2226,LOW,0.125,0.06,0.3202,0.2452,3,0,0,0.0,,,T+90min,T+90min,6
1190,R-1301,623895377,6490968308,64.07,residential,0.2213,LOW,0.146,0.039,0.2966,0.209,2,0,0,0.0,,,T+90min,T+90min,6
1191,R-1373,6490968308,623895377,64.07,residential,0.2213,LOW,0.146,0.039,0.2966,0.209,2,0,0,0.0,,,T+90min,T+90min,6
1192,R-1017,245666831,2897024683,8.09,unclassified,0.2181,LOW,0.119,0.059,0.3173,0.2461,3,0,0,0.0,,,T+90min,T+90min,6
1193,R-1161,2897024677,245666831,8.08,tertiary,0.217,LOW,0.12,0.059,0.314,0.2418,3,0,0,0.0,,,T+90min,T+90min,6
1194,R-1150,2897024656,2897024658,8.31,primary,0.2169,LOW,0.12,0.059,0.3138,0.2418,3,0,0,0.0,,,T+90min,T+90min,6
1195,R-238,13614337241,13614337249,19.66,residential,0.2148,LOW,0.119,0.059,0.3106,0.2392,3,0,0,0.0,,,T+90min,T+90min,6
1196,R-245,13614337249,13614337241,19.66,residential,0.2148,LOW,0.119,0.059,0.3106,0.2392,3,0,0,0.0,,,T+90min,T+90min,6
1197,R-1206,296853816,2897024656,18.18,tertiary,0.2147,LOW,0.12,0.058,0.3094,0.2374,3,0,0,0.0,,,T+90min,T+90min,6
1198,R-1383,6552594957,2897024656,27.1,primary,0.2144,LOW,0.12,0.058,0.3089,0.2369,3,0,0,0.0,,,T+90min,T+90min,6
1199,R-1152,2897024658,2897024651,18.15,tertiary,0.2143,LOW,0.118,0.058,0.3106,0.2394,3,0,0,0.0,,,T+90min,T+90min,6
1200,R-1418,6585962883,13614337249,27.32,residential,0.2122,LOW,0.117,0.057,0.3073,0.2371,3,0,0,0.0,,,T+90min,T+90min,6
1201,R-247,13614337249,6585962883,27.32,residential,0.2122,LOW,0.117,0.057,0.3073,0.2371,3,0,0,0.0,,,T+90min,T+90min,6
1202,R-237,13614337241,13614337242,21.79,residential,0.211,LOW,0.116,0.057,0.306,0.2364,3,0,0,0.0,,,T+90min,T+90min,6
1203,R-240,13614337242,13614337241,21.79,residential,0.211,LOW,0.116,0.057,0.306,0.2364,3,0,0,0.0,,,T+90min,T+90min,6
1204,R-1417,6585962883,13614337247,14.99,residential,0.2093,LOW,0.114,0.057,0.3046,0.236,3,0,0,0.0,,,T+90min,T+90min,6
1205,R-243,13614337247,6585962883,14.99,residential,0.2093,LOW,0.114,0.057,0.3046,0.236,3,0,0,0.0,,,T+90min,T+90min,6
1206,R-1416,6585962883,13614337242,16.14,residential,0.2086,LOW,0.114,0.057,0.3032,0.2346,3,0,0,0.0,,,T+90min,T+90min,6
1207,R-241,13614337242,6585962883,16.14,residential,0.2086,LOW,0.114,0.057,0.3032,0.2346,3,0,0,0.0,,,T+90min,T+90min,6
1208,R-1149,2897024651,296853816,8.12,primary,0.2083,LOW,0.114,0.057,0.3026,0.2346,3,0,0,0.0,,,T+90min,T+90min,6
1209,R-974,245666274,10292442915,11.26,secondary,0.2077,LOW,0.115,0.056,0.3005,0.2315,3,0,0,0.0,,,T+90min,T+90min,6
1210,R-1362,6490872923,6490872925,29.59,residential,0.2075,LOW,0.131,0.053,0.2841,0.2057,1,0,0,0.0,,,T+90min,T+90min,6
1211,R-1366,6490872925,6490872923,29.59,residential,0.2075,LOW,0.131,0.053,0.2839,0.2055,1,0,0,0.0,,,T+90min,T+90min,6
1212,R-1111,2897024506,2897022099,22.66,secondary,0.2059,LOW,0.114,0.057,0.2978,0.2298,3,0,0,0.0,,,T+90min,T+90min,6
1213,R-272,13615156523,245666274,24.14,secondary,0.2035,LOW,0.11,0.053,0.2971,0.2309,3,0,0,0.0,,,T+90min,T+90min,6
1214,R-1146,2897024644,296853816,34.75,tertiary,0.2034,LOW,0.112,0.053,0.2947,0.2275,2,0,0,0.0,,,T+90min,T+90min,6
1215,R-1205,296853816,2897024648,27.68,primary,0.2028,LOW,0.112,0.055,0.2936,0.2264,2,0,0,0.0,,,T+90min,T+90min,6
1216,R-269,13615156518,13615156519,14.51,tertiary_link,0.2017,LOW,0.114,0.053,0.2895,0.2213,2,0,0,0.0,,,T+90min,T+90min,6
1217,R-270,13615156519,13615156518,14.51,tertiary_link,0.2017,LOW,0.114,0.053,0.2895,0.2213,2,0,0,0.0,,,T+90min,T+90min,6
1218,R-1145,2897024644,2897024648,48.67,primary_link,0.1964,LOW,0.107,0.052,0.2858,0.2216,2,0,0,0.0,,,T+90min,T+90min,6
1219,R-1360,6490872923,12378368422,67.3,residential,0.1912,LOW,0.131,0.026,0.2514,0.173,1,0,0,0.0,,,T+90min,T+90min,6
1220,R-184,12378368422,6490872923,67.3,residential,0.1912,LOW,0.131,0.026,0.2514,0.173,1,0,0,0.0,,,T+90min,T+90min,6
1221,R-1121,2897024595,476480400,221.79,tertiary,0.1906,LOW,0.101,0.044,0.2802,0.2194,2,0,0,0.0,,,T+90min,T+90min,6
1222,R-1439,7200666559,2897024597,234.99,tertiary,0.19,LOW,0.1,0.045,0.28,0.22,2,0,0,0.0,,,T+90min,T+90min,6
1223,R-048,10653501375,10696472308,7.52,residential,0.189,LOW,0.108,0.049,0.2699,0.2053,1,0,0,0.0,,,T+90min,T+90min,6
